#{"t_start": 1775368365.7121854, "env_id": "None"}
r,l,t
1162.337554,337,1285.792527
1150.681251,332,1286.731982
1158.909163,334,1289.327243
1163.416155,335,1290.197115
1159.204035,336,1291.076846
1152.867657,332,1292.079476
1148.195785,332,1293.013747
1161.760141,334,1294.04126
1159.858344,334,1296.70335
1162.464123,335,1297.745143
1161.635316,334,1298.795827
1160.508244,334,1299.833578
1167.62153,335,1300.808794
1155.412518,333,1301.850192
1164.22958,336,1304.787868
1171.192633,337,1305.68152
1164.295791,335,1306.544697
1156.583281,333,1307.379753
1159.07677,335,1308.275642
1164.758055,335,1309.240561
1161.630596,334,1312.011026
1159.218731,335,1312.85943
1168.758044,336,1313.835944
1156.277741,335,1314.795946
1162.687792,334,1315.803275
1161.654592,334,1316.717856
1167.37414,336,1319.440372
1163.219229,335,1320.344619
1156.644972,334,1321.228181
1161.096767,333,1322.161302
1162.731866,336,1323.023907
1166.703411,336,1323.937916
1160.550481,335,1326.725343
1170.449122,337,1327.61796
1167.2715,336,1328.53333
1166.694473,337,1329.43497
1164.545283,336,1330.322711
1169.16855,336,1331.274563
1170.915856,337,1333.992383
1162.992703,334,1334.907173
1164.467434,337,1335.846256
1167.135808,336,1336.795223
1170.037607,336,1337.714643
1169.753183,338,1338.622252
1169.037332,335,1341.325864
1171.985147,338,1342.159386
1162.782348,335,1343.010815
1165.749553,335,1343.878068
1157.62267,335,1344.74499
1167.362081,336,1345.630099
1167.890901,337,1348.21081
1173.747582,337,1349.075086
1175.619317,337,1349.91835
1171.148925,336,1350.780329
1162.127405,336,1351.598939
1159.655428,333,1352.442788
1171.595216,338,1354.866278
1167.328772,336,1355.744938
1170.253464,336,1356.610896
1164.545037,335,1357.413633
1169.232044,336,1358.245105
1165.954295,336,1359.061809
1174.217644,337,1359.904028
1168.421979,336,1362.331486
1170.819375,337,1363.136188
1161.210372,335,1364.04035
1173.872569,337,1364.856318
1167.777089,336,1365.71162
1163.588871,334,1366.547168
1168.528537,336,1368.974646
1164.267344,336,1369.773904
1168.540419,336,1370.607264
1169.281945,336,1371.469279
1166.967342,334,1372.473251
1176.376517,337,1373.459107
1169.055546,336,1376.735003
1172.077195,336,1377.746425
1167.305415,335,1378.741235
1162.155449,335,1379.635258
1164.039126,335,1380.454201
1164.729882,334,1381.282716
1181.554186,339,1383.760018
1178.818245,338,1384.582002
1170.215191,337,1385.400284
1162.684462,335,1386.214017
1167.061692,335,1387.022147
1162.11492,336,1387.870724
1161.586434,335,1390.391438
1163.365452,335,1391.200521
1167.425883,336,1392.010592
1170.760523,336,1392.801673
1171.935833,335,1393.601372
1169.76759,337,1394.429181
1168.414896,336,1396.89208
1165.644265,335,1397.707098
1172.458857,337,1398.562831
1162.50858,334,1399.357472
1164.409677,336,1400.185679
1168.755856,335,1401.025513
1159.136037,334,1403.603435
1178.863559,337,1404.59111
1167.981306,335,1405.580455
1173.713316,336,1406.607223
1159.134817,334,1407.599531
1170.073368,336,1408.600319
1161.326277,334,1411.317754
1173.901748,337,1412.126699
1164.221285,335,1412.983425
1175.724172,338,1413.792169
1167.606222,335,1414.616714
1169.258505,336,1415.435761
1171.09054,336,1417.911461
1162.075145,334,1418.777516
1176.053544,338,1419.645436
1178.468108,338,1420.599986
1166.540949,335,1421.430103
1169.824261,336,1422.368468
1163.56531,335,1424.832004
1172.528275,336,1425.696499
1171.189955,336,1426.648152
1173.322238,337,1427.535714
1177.87614,338,1428.391942
1171.590048,336,1429.371791
1173.071689,335,1430.291817
1173.451888,336,1432.970948
1167.811732,336,1433.802394
1174.301476,337,1434.612581
1175.296583,336,1435.4475
1168.368799,336,1436.330318
1170.387877,336,1437.17463
1173.865143,337,1439.734345
1164.231915,334,1440.646297
1170.412621,337,1441.586828
1169.133275,336,1442.469336
1177.34536,337,1443.390974
1179.416074,337,1444.452221
1162.910184,334,1447.802429
1169.521022,336,1448.888722
1165.964937,335,1449.90807
1169.006277,335,1450.90673
1163.231854,334,1451.901103
1160.203362,335,1452.896206
1166.49425,335,1455.532364
1163.821246,335,1456.420241
1160.899427,334,1457.281607
1161.159461,335,1458.176467
1156.629671,334,1459.063761
1167.723703,336,1459.982656
1163.467069,334,1462.501662
1157.831616,334,1463.334833
1160.068456,334,1464.138147
1155.886967,335,1464.954187
1160.951283,335,1465.794451
1159.883777,335,1466.678602
1151.600201,333,1469.297856
1166.79044,339,1470.330561
1157.250232,334,1471.299961
1160.923752,334,1472.300364
1153.581306,335,1473.283096
1154.945075,334,1474.104555
1149.630794,334,1476.704309
1158.621212,334,1477.712501
1173.246591,337,1478.716412
1162.018431,335,1479.701066
1158.956153,334,1480.67177
1174.23904,337,1481.4851
1165.454444,336,1484.461898
1158.295529,335,1485.481356
1159.529748,335,1486.532177
1161.998614,334,1487.46586
1167.236116,336,1488.300683
1161.588505,336,1489.140739
1157.753747,333,1491.584833
1162.833652,333,1492.512648
1168.889636,335,1493.430397
1166.045676,336,1494.275357
1170.355582,335,1495.075114
1172.216818,336,1496.097214
1163.939095,336,1497.106809
1171.450511,336,1499.885728
1172.698755,335,1500.746232
1168.855407,334,1501.580384
1167.453947,335,1502.491197
1167.244502,335,1503.40253
1174.61916,336,1504.300384
1173.632708,337,1507.044465
1177.033329,338,1507.939039
1175.350603,337,1508.78149
1173.992879,336,1509.706024
1168.13331,336,1510.549347
1174.767545,336,1511.421129
1166.350084,335,1513.950615
1173.55549,336,1514.916601
1163.522275,335,1515.903877
1169.9774,335,1516.920445
1172.214775,336,1517.907988
1167.866577,335,1518.937603
1175.317076,337,1521.828761
1165.178553,335,1522.690266
1168.367617,333,1523.528991
1162.4224,333,1524.380655
1166.680845,334,1525.213903
1172.390682,336,1526.054789
1171.292833,335,1528.532707
1174.717643,336,1529.365438
1172.990298,335,1530.187347
1171.372612,336,1531.067255
1160.698556,335,1531.980234
1167.817736,334,1532.838956
1173.912984,336,1535.339036
1172.173693,337,1536.183719
1164.093959,335,1537.080252
1162.539816,334,1537.960368
1168.471443,334,1538.913995
1173.420391,336,1539.768376
1165.13477,334,1542.292339
1170.653416,335,1543.135158
1173.976434,337,1544.067379
1166.484121,335,1544.900355
1171.966529,336,1545.71345
1169.78133,335,1546.570301
1161.630625,335,1549.100892
1165.898343,336,1550.100498
1169.665927,335,1551.116947
1163.43402,336,1552.124381
1166.904269,335,1553.133313
1160.92717,334,1554.15745
1161.19647,334,1557.248529
1166.758163,337,1558.13338
1160.064553,334,1559.002576
1162.939863,334,1559.871827
1168.245334,335,1560.674465
1168.683896,337,1561.511969
1171.961263,336,1562.388628
1153.901652,334,1565.055494
1167.805658,336,1565.951149
1160.183051,336,1566.950961
1159.625414,335,1567.954673
1166.894061,335,1568.953272
1158.918905,336,1569.898393
1049.885561,334,1572.58351
1044.456876,335,1573.496405
1052.980836,336,1574.584708
1049.673577,335,1575.676538
1046.495986,334,1576.761585
1053.386782,335,1577.662468
1044.341763,335,1580.311721
1042.795634,335,1581.217806
1039.338253,336,1582.102197
1046.407518,334,1582.981677
1038.264695,335,1583.910311
1038.393769,336,1584.814162
1054.086839,336,1587.483756
1056.672758,337,1588.441844
1043.703953,335,1589.359017
1046.41394,333,1590.253497
1055.672599,334,1591.137472
1052.494371,336,1592.02712
1053.432727,337,1594.578831
1046.130614,337,1595.499517
1043.60061,335,1596.430495
1045.157602,335,1597.295536
1054.956114,337,1598.14566
1045.676869,335,1599.10418
1053.817995,335,1601.670699
1055.943613,335,1602.518056
1045.835275,334,1603.464431
1051.114735,335,1604.500945
1052.362336,335,1605.481209
1040.611764,334,1606.551488
1050.333158,334,1609.816053
1042.874338,337,1610.966308
1050.530613,333,1612.061238
1048.419252,336,1613.013636
1062.935156,337,1613.920191
1063.710885,338,1614.842853
1062.245692,336,1617.618237
1052.980398,335,1618.571035
1055.773773,335,1619.516548
1061.000345,336,1620.398317
1056.376135,334,1621.317444
1048.894331,334,1622.34955
1056.760612,336,1625.333329
1044.010235,332,1626.271397
1044.888193,332,1627.230602
1048.413574,332,1628.228875
1044.244223,333,1629.149286
1047.020412,334,1630.129734
1046.736624,335,1631.041015
1038.661312,333,1634.024458
1045.736974,333,1635.04151
1038.035751,331,1636.028689
1046.816637,334,1636.924772
1043.657721,332,1637.859414
1043.735622,334,1638.852095
1052.417247,335,1641.622006
1037.829945,333,1642.501027
1044.136119,334,1643.397337
1037.317255,333,1644.279428
1041.942382,332,1645.113819
1047.330877,334,1645.987116
1040.116254,332,1648.624162
1057.598555,339,1649.507686
1054.506909,335,1650.356801
1049.418693,335,1651.252473
1046.835493,334,1652.11581
1051.462536,336,1652.993228
1048.101875,336,1655.535362
1058.397876,335,1656.497077
1037.28437,334,1657.526806
1048.910362,335,1658.543089
1053.318599,335,1659.719639
1051.346157,335,1660.739158
1058.909977,335,1663.541802
1058.871943,334,1664.478267
1050.591524,333,1665.362254
1063.160859,337,1666.201377
1049.255641,331,1667.05169
1050.351521,332,1667.957395
1060.426088,333,1670.554346
1071.992643,335,1671.459211
1052.796318,332,1672.345512
1060.216461,333,1673.255873
1057.787458,332,1674.111228
1055.266353,331,1675.015602
1058.354121,332,1678.137297
1073.564017,335,1679.044765
1065.321594,334,1679.919257
1061.843847,333,1680.738875
1064.130488,334,1681.58313
1058.499676,331,1682.420899
1055.139826,332,1684.996297
1072.382616,335,1685.903847
1066.267236,331,1686.760102
1072.41455,333,1687.651116
1061.997291,331,1688.531281
1065.026641,333,1689.416015
1067.806957,333,1690.290642
1062.338327,330,1692.81627
1065.36687,333,1693.624335
1073.380525,333,1694.431399
1073.153764,335,1695.273772
1074.585469,333,1696.110354
1075.158935,334,1697.0355
1065.337921,334,1699.727584
1075.034931,333,1700.632613
1065.569957,332,1701.536647
1070.588061,331,1702.470123
1077.229684,333,1703.244799
1079.056271,335,1704.10206
1062.465707,332,1706.644996
1074.108011,334,1707.495019
1070.383539,334,1708.36647
1070.3164,334,1709.21277
1068.466613,334,1710.048711
1069.387211,333,1710.868194
1072.795089,335,1713.482088
1087.401293,335,1714.412186
1074.060463,333,1715.301344
1083.305348,336,1716.266177
1073.67328,332,1717.216205
1083.624698,335,1718.084796
1084.736704,334,1720.957694
1086.180173,331,1721.992018
1081.917071,331,1722.933013
1098.469306,334,1723.882473
1096.703736,333,1724.731305
1097.215762,334,1725.665309
1090.56218,332,1728.450757
1104.158743,335,1729.337956
1096.499243,334,1730.181991
1102.644593,334,1731.024893
1087.439138,331,1731.831461
1099.419384,333,1732.757164
1096.045706,333,1733.611327
1125.289276,335,1736.420731
1127.807243,335,1737.457475
1124.11187,335,1738.522513
1129.149868,333,1739.585993
1115.495717,334,1740.625293
1116.165185,332,1741.629385
1123.767857,334,1744.597576
1129.701498,335,1745.595546
1129.176279,333,1746.556204
1119.569317,332,1747.429678
1114.37953,333,1748.313833
1128.49914,334,1749.20285
1121.593294,333,1751.897262
1127.395955,334,1752.735553
1117.432511,332,1753.619326
1120.450435,334,1754.617208
1121.568618,333,1755.456596
1121.303828,333,1756.334435
1137.402924,336,1759.009265
1126.959106,333,1759.889552
1126.247169,333,1760.781646
1123.244618,334,1761.758961
1132.16789,334,1762.709161
1130.904688,335,1763.666724
1132.534505,336,1766.400287
1123.891649,332,1767.292502
1123.376796,334,1768.209235
1129.087324,334,1769.106519
1128.256231,335,1769.932382
1131.92709,334,1770.766579
1128.556934,333,1773.308599
1113.412397,330,1774.197621
1137.354332,335,1775.125125
1126.491342,332,1775.992658
1123.690452,333,1776.890426
1121.73109,333,1777.819521
1129.809549,333,1781.170322
1134.209082,335,1782.167656
1126.147329,333,1783.299326
1127.865999,332,1784.448592
1127.705793,333,1785.564831
1132.696451,334,1786.585021
1128.165435,333,1787.494372
1128.584364,332,1790.169586
1133.173186,333,1791.070502
1137.029092,333,1791.923192
1133.715868,335,1792.795804
1130.743472,333,1793.735138
1133.772545,333,1794.785897
1137.085909,333,1797.633782
1131.571977,333,1798.510584
1132.31629,333,1799.408843
1127.99636,332,1800.277211
1142.118244,334,1801.155738
1138.224993,335,1802.047377
1142.20273,333,1804.61703
1133.075628,333,1805.509089
1139.155649,334,1806.439531
1141.673311,333,1807.35106
1134.090362,332,1808.248641
1138.866959,333,1809.093865
1134.310725,334,1811.657666
1136.777788,333,1812.538324
1132.658567,332,1813.379085
1133.414902,333,1814.307866
1143.497244,333,1815.206098
1132.677168,332,1816.112675
1138.746291,333,1818.68192
1137.928027,335,1819.505592
1142.944187,335,1820.390409
1142.247852,334,1821.292792
1143.033653,332,1822.140675
1135.94214,332,1823.02126
1143.156334,334,1825.621742
1146.156334,334,1826.554449
1136.425585,331,1827.476039
1134.279958,332,1828.460211
1145.364299,334,1829.396206
1140.035784,331,1830.241629
1141.685364,332,1832.798569
1151.554762,333,1833.677947
1144.487698,331,1834.567353
1169.165555,337,1835.469079
1154.235429,334,1836.349601
1152.524805,333,1837.194353
1151.81398,333,1838.111142
1151.601109,334,1840.673355
1146.895014,333,1841.56376
1155.660107,335,1842.446392
1153.602703,334,1843.344955
1146.155347,332,1844.272244
1145.247905,332,1845.154047
1155.03686,335,1847.801936
1159.61816,334,1848.742921
1155.943128,334,1849.62072
1158.978115,334,1850.490368
1166.510241,335,1851.408989
1159.23069,334,1852.303332
1147.319606,331,1854.866045
1153.199308,334,1855.825433
1155.097551,335,1856.688043
1172.116115,337,1857.593412
1163.977953,335,1858.485584
1154.75923,334,1859.385083
